strain	genbank_accession	date	country	location	length	host	bioproject_accession	biosample_accession	sra_accession	authors	publications	Nextstrain_lineage
24MPX4003V_genome_assembly__complete_genome__monopartite|OZ254180.1|2024-10-03	OZ254180.1	2024-10-03	Democratic Republic of the Congo	Kinshasa	196425	Homo sapiens	PRJEB89000	SAMEA118207593	24MPX4003V genome assembly, complete genome: monopartite	Wawina-Bokalanga,T., Merritt,S., Kinganda-Lusamaki,E., Jansen,D., Halbrook,M., OToole,A., Pukuta-Simbu,E., Muyamuna,E., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Amuri-Aziza,A., Muyembe-Mawete,F., Lumembe-Numbi,R., Kabamba-Lungenyi,G., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., DeBlock,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Makangara-Cigolo,J., Luakanda-Ndelemo,G., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro,A.R., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Ahuka-Mundeke,S., Muyembe-Tamfum,J., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P.		
24MPX1808C_ont_genome_assembly__complete_genome__monopartite|OZ254181.1|2024-07-23	OZ254181.1	2024-07-23	Democratic Republic of the Congo	Maindombe	196887	Homo sapiens	PRJEB89000	SAMEA118207651	24MPX1808C_ont genome assembly, complete genome: monopartite	Mbala-Kingebeni,P., Wawina-Bokalanga,T., Merritt,S., Kinganda-Lusamaki,E., Jansen,D., Halbrook,M., OToole,A., Pukuta-Simbu,E., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Amuri-Aziza,A., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., De Block,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Makangara-Cigolo,J., Luakanda-Ndelemo,G., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro Rezende,A., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Ahuka-Mundeke,S., Muyembe-Tamfum,J.		
24MPX4031V_genome_assembly__complete_genome__monopartite|OZ254182.1|2024-09-13	OZ254182.1	2024-09-13	Democratic Republic of the Congo	Equateur	196452	Homo sapiens	PRJEB89000	SAMEA118207598	24MPX4031V genome assembly, complete genome: monopartite	Kinganda-Lusamaki,E., Amuri-Aziza,A., Luakanda-Ndelemo,G., Makangara-Cigolo,J., Kenye,M., Kavira,S., Wawina-Bokalanga,T., Merritt,S., Jansen,D., Halbrook,M., OToole,A., Pukuta-Simbu,E., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., De Block,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro Rezende,A., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Ahuka-Mundeke,S., Muyembe-Tamfum,J., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P.		
24MPX4033V_genome_assembly__complete_genome__monopartite|OZ254183.1|2024-09-09	OZ254183.1	2024-09-09	Democratic Republic of the Congo	Equateur	196480	Homo sapiens	PRJEB89000	SAMEA118207600	24MPX4033V genome assembly, complete genome: monopartite	Kinganda-Lusamaki,E., Amuri-Aziza,A., Luakanda-Ndelemo,G., Makangara-Cigolo,J., Kenye,M., Kavira,S., Wawina-Bokalanga,T., Merritt,S., Jansen,D., Halbrook,M., OToole,A., Pukuta-Simbu,E., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., De Block,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro Rezende,A., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Ahuka-Mundeke,S., Muyembe-Tamfum,J., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P.		
24MPX4032V_genome_assembly__complete_genome__monopartite|OZ254184.1|2024-09-09	OZ254184.1	2024-09-09	Democratic Republic of the Congo	Equateur	196441	Homo sapiens	PRJEB89000	SAMEA118207599	24MPX4032V genome assembly, complete genome: monopartite	Kinganda-Lusamaki,E., Amuri-Aziza,A., Luakanda-Ndelemo,G., Makangara-Cigolo,J., Kenye,M., Kavira,S., Wawina-Bokalanga,T., Merritt,S., Jansen,D., Halbrook,M., OToole,A., Pukuta-Simbu,E., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., De Block,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro Rezende,A., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Ahuka-Mundeke,S., Muyembe-Tamfum,J., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P.		
24MPX2567V_genome_assembly__complete_genome__monopartite|OZ254185.1|2024-09-01	OZ254185.1	2024-09-01	Democratic Republic of the Congo	Kinshasa	196841	Homo sapiens	PRJEB89000	SAMEA118207733	24MPX2567V genome assembly, complete genome: monopartite	Wawina-Bokalanga,T., Merritt,S., Kinganda-Lusamaki,E., Jansen,D., Halbrook,M., OToole,A., Pukuta-Simbu,E., Muyamuna,E., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Amuri-Aziza,A., Muyembe-Mawete,F., Lumembe-Numbi,R., Kabamba-Lungenyi,G., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., DeBlock,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Makangara-Cigolo,J., Luakanda-Ndelemo,G., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro,A.R., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Ahuka-Mundeke,S., Muyembe-Tamfum,J., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P.		
24MPX4771C_genome_assembly__complete_genome__monopartite|OZ254186.1|2024-09-08	OZ254186.1	2024-09-08	Democratic Republic of the Congo	Sankuru	196422	Homo sapiens	PRJEB89000	SAMEA118207592	24MPX4771C genome assembly, complete genome: monopartite	Muyembe-Tamfum,J., Wawina-Bokalanga,T., Merritt,S., Kinganda-Lusamaki,E., Jansen,D., Halbrook,M., OToole,A., Pukuta-Simbu,E., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Amuri-Aziza,A., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., De Block,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Makangara-Cigolo,J., Luakanda-Ndelemo,G., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro Rezende,A., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P., Ahuka-Mundeke,S.		
24MPX3353V_genome_assembly__complete_genome__monopartite|OZ254187.1|2024-09-18	OZ254187.1	2024-09-18	Democratic Republic of the Congo	Kinshasa	196398	Homo sapiens	PRJEB89000	SAMEA118207472	24MPX3353V genome assembly, complete genome: monopartite	Wawina-Bokalanga,T., Merritt,S., Kinganda-Lusamaki,E., Jansen,D., Halbrook,M., OToole,A., Pukuta-Simbu,E., Muyamuna,E., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Amuri-Aziza,A., Muyembe-Mawete,F., Lumembe-Numbi,R., Kabamba-Lungenyi,G., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., DeBlock,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Makangara-Cigolo,J., Luakanda-Ndelemo,G., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro,A.R., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Ahuka-Mundeke,S., Muyembe-Tamfum,J., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P.		
24MPX4007S_genome_assembly__complete_genome__monopartite|OZ254188.1|2024-10-01	OZ254188.1	2024-10-01	Democratic Republic of the Congo	Kinshasa	196422	Homo sapiens	PRJEB89000	SAMEA118207594	24MPX4007S genome assembly, complete genome: monopartite	Wawina-Bokalanga,T., Merritt,S., Kinganda-Lusamaki,E., Jansen,D., Halbrook,M., OToole,A., Pukuta-Simbu,E., Muyamuna,E., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Amuri-Aziza,A., Muyembe-Mawete,F., Lumembe-Numbi,R., Kabamba-Lungenyi,G., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., DeBlock,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Makangara-Cigolo,J., Luakanda-Ndelemo,G., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro,A.R., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Ahuka-Mundeke,S., Muyembe-Tamfum,J., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P.		
24MPX3377C_genome_assembly__complete_genome__monopartite|OZ254189.1|2024-09-03	OZ254189.1	2024-09-03	Democratic Republic of the Congo	Tshopo	196464	Homo sapiens	PRJEB89000	SAMEA118207480	24MPX3377C genome assembly, complete genome: monopartite	Ahuka-Mundeke,S., Pukuta-Simbu,E., Amuri-Aziza,A., Wawina-Bokalanga,T., Merritt,S., Kinganda-Lusamaki,E., Jansen,D., Halbrook,M., OToole,A., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., De Block,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Makangara-Cigolo,J., Luakanda-Ndelemo,G., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro Rezende,A., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P., Muyembe-Tamfum,J.		
24MPX1779C_ont_genome_assembly__complete_genome__monopartite|OZ254190.1|2024-07-08	OZ254190.1	2024-07-08	Democratic Republic of the Congo	Sud-Ubangi	196785	Homo sapiens	PRJEB89000	SAMEA118207649	24MPX1779C_ont genome assembly, complete genome: monopartite	Amuri-Aziza,A., Luakanda-Ndelemo,G., Kinganda-Lusamaki,E., Makangara-Cigolo,J., Kenye,M., Kavira,S., Wawina-Bokalanga,T., Merritt,S., Jansen,D., Halbrook,M., OToole,A., Pukuta-Simbu,E., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., De Block,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro Rezende,A., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Ahuka-Mundeke,S., Muyembe-Tamfum,J., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P.		
24MPX3360V_genome_assembly__complete_genome__monopartite|OZ254191.1|2024-09-11	OZ254191.1	2024-09-11	Democratic Republic of the Congo	Tshopo	196386	Homo sapiens	PRJEB89000	SAMEA118207474	24MPX3360V genome assembly, complete genome: monopartite	Ahuka-Mundeke,S., Pukuta-Simbu,E., Amuri-Aziza,A., Wawina-Bokalanga,T., Merritt,S., Kinganda-Lusamaki,E., Jansen,D., Halbrook,M., OToole,A., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., De Block,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Makangara-Cigolo,J., Luakanda-Ndelemo,G., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro Rezende,A., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P., Muyembe-Tamfum,J.		
24MPX3563V_genome_assembly__complete_genome__monopartite|OZ254192.1|2024-09-22	OZ254192.1	2024-09-22	Democratic Republic of the Congo	Kinshasa	196419	Homo sapiens	PRJEB89000	SAMEA118207523	24MPX3563V genome assembly, complete genome: monopartite	Wawina-Bokalanga,T., Merritt,S., Kinganda-Lusamaki,E., Jansen,D., Halbrook,M., OToole,A., Pukuta-Simbu,E., Muyamuna,E., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Amuri-Aziza,A., Muyembe-Mawete,F., Lumembe-Numbi,R., Kabamba-Lungenyi,G., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., DeBlock,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Makangara-Cigolo,J., Luakanda-Ndelemo,G., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro,A.R., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Ahuka-Mundeke,S., Muyembe-Tamfum,J., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P.		
24MPX4028V_genome_assembly__complete_genome__monopartite|OZ254193.1|2024-10-03	OZ254193.1	2024-10-03	Democratic Republic of the Congo	Kinshasa	196437	Homo sapiens	PRJEB89000	SAMEA118207596	24MPX4028V genome assembly, complete genome: monopartite	Wawina-Bokalanga,T., Merritt,S., Kinganda-Lusamaki,E., Jansen,D., Halbrook,M., OToole,A., Pukuta-Simbu,E., Muyamuna,E., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Amuri-Aziza,A., Muyembe-Mawete,F., Lumembe-Numbi,R., Kabamba-Lungenyi,G., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., DeBlock,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Makangara-Cigolo,J., Luakanda-Ndelemo,G., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro,A.R., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Ahuka-Mundeke,S., Muyembe-Tamfum,J., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P.		
24MPX4009C_genome_assembly__complete_genome__monopartite|OZ254194.1|2024-10-01	OZ254194.1	2024-10-01	Democratic Republic of the Congo	Kinshasa	196436	Homo sapiens	PRJEB89000	SAMEA118207595	24MPX4009C genome assembly, complete genome: monopartite	Wawina-Bokalanga,T., Merritt,S., Kinganda-Lusamaki,E., Jansen,D., Halbrook,M., OToole,A., Pukuta-Simbu,E., Muyamuna,E., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Amuri-Aziza,A., Muyembe-Mawete,F., Lumembe-Numbi,R., Kabamba-Lungenyi,G., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., DeBlock,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Makangara-Cigolo,J., Luakanda-Ndelemo,G., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro,A.R., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Ahuka-Mundeke,S., Muyembe-Tamfum,J., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P.		
24MPX3363S_genome_assembly__complete_genome__monopartite|OZ254195.1|2024-09-07	OZ254195.1	2024-09-07	Democratic Republic of the Congo	Tshopo	196397	Homo sapiens	PRJEB89000	SAMEA118207477	24MPX3363S genome assembly, complete genome: monopartite	Ahuka-Mundeke,S., Pukuta-Simbu,E., Amuri-Aziza,A., Wawina-Bokalanga,T., Merritt,S., Kinganda-Lusamaki,E., Jansen,D., Halbrook,M., OToole,A., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., De Block,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Makangara-Cigolo,J., Luakanda-Ndelemo,G., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro Rezende,A., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P., Muyembe-Tamfum,J.		
24MPX4764C_genome_assembly__complete_genome__monopartite|OZ254196.1|2024-09-05	OZ254196.1	2024-09-05	Democratic Republic of the Congo	Sankuru	196422	Homo sapiens	PRJEB89000	SAMEA118207590	24MPX4764C genome assembly, complete genome: monopartite	Muyembe-Tamfum,J., Wawina-Bokalanga,T., Merritt,S., Kinganda-Lusamaki,E., Jansen,D., Halbrook,M., OToole,A., Pukuta-Simbu,E., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Amuri-Aziza,A., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., De Block,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Makangara-Cigolo,J., Luakanda-Ndelemo,G., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro Rezende,A., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P., Ahuka-Mundeke,S.		
24MPX2569v|Homo_sapiens|DRC|Kwango|Kenge|cz|2024-08-29_genome_assembly__complete_genome__monopartite|OZ254197.1|2024-08-29	OZ254197.1	2024-08-29	Democratic Republic of the Congo	Kwango	195110	Homo sapiens	PRJEB89000	SAMEA118207735	24MPX2569v|Homo_sapiens|DRC|Kwango|Kenge|cz|2024-08-29 genome assembly, complete genome: monopartite	Makangara-Cigolo,J., Amuri-Aziza,A., Luakanda-Ndelemo,G., Kenye,M., Kavira,S., Wawina-Bokalanga,T., Kinganda-Lusamaki,E., Merritt,S., Jansen,D., Halbrook,M., OToole,A., Pukuta-Simbu,E., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., De Block,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro Rezende,A., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Ahuka-Mundeke,S., Muyembe-Tamfum,J., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P.		
24MPX4030V_genome_assembly__complete_genome__monopartite|OZ254198.1|2024-09-13	OZ254198.1	2024-09-13	Democratic Republic of the Congo	Equateur	196437	Homo sapiens	PRJEB89000	SAMEA118207597	24MPX4030V genome assembly, complete genome: monopartite	Kinganda-Lusamaki,E., Amuri-Aziza,A., Luakanda-Ndelemo,G., Makangara-Cigolo,J., Kenye,M., Kavira,S., Wawina-Bokalanga,T., Merritt,S., Jansen,D., Halbrook,M., OToole,A., Pukuta-Simbu,E., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., De Block,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro Rezende,A., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Ahuka-Mundeke,S., Muyembe-Tamfum,J., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P.		
24MPX4035V_genome_assembly__complete_genome__monopartite|OZ254199.1|2024-09-15	OZ254199.1	2024-09-15	Democratic Republic of the Congo	Equateur	196439	Homo sapiens	PRJEB89000	SAMEA118207602	24MPX4035V genome assembly, complete genome: monopartite	Kinganda-Lusamaki,E., Amuri-Aziza,A., Luakanda-Ndelemo,G., Makangara-Cigolo,J., Kenye,M., Kavira,S., Wawina-Bokalanga,T., Merritt,S., Jansen,D., Halbrook,M., OToole,A., Pukuta-Simbu,E., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., De Block,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro Rezende,A., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Ahuka-Mundeke,S., Muyembe-Tamfum,J., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P.		
24MPX3543C_genome_assembly__complete_genome__monopartite|OZ254200.1|2024-07-16	OZ254200.1	2024-07-16	Democratic Republic of the Congo	Tshuapa	196474	Homo sapiens	PRJEB89000	SAMEA118207521	24MPX3543C genome assembly, complete genome: monopartite	Muyembe-Tamfum,J., Wawina-Bokalanga,T., Merritt,S., Kinganda-Lusamaki,E., Jansen,D., Halbrook,M., OToole,A., Pukuta-Simbu,E., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Amuri-Aziza,A., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., De Block,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Makangara-Cigolo,J., Luakanda-Ndelemo,G., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro Rezende,A., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P., Ahuka-Mundeke,S.		
24MPX3798C_genome_assembly__complete_genome__monopartite|OZ254201.1|2024-09-27	OZ254201.1	2024-09-27	Democratic Republic of the Congo	Kinshasa	196419	Homo sapiens	PRJEB89000	SAMEA118207556	24MPX3798C genome assembly, complete genome: monopartite	Wawina-Bokalanga,T., Merritt,S., Kinganda-Lusamaki,E., Jansen,D., Halbrook,M., OToole,A., Pukuta-Simbu,E., Muyamuna,E., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Amuri-Aziza,A., Muyembe-Mawete,F., Lumembe-Numbi,R., Kabamba-Lungenyi,G., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., DeBlock,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Makangara-Cigolo,J., Luakanda-Ndelemo,G., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro,A.R., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Ahuka-Mundeke,S., Muyembe-Tamfum,J., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P.		
24MPX3664V_genome_assembly__complete_genome__monopartite|OZ254202.1|2024-09-25	OZ254202.1	2024-09-25	Democratic Republic of the Congo	Kinshasa	196420	Homo sapiens	PRJEB89000	SAMEA118207542	24MPX3664V genome assembly, complete genome: monopartite	Wawina-Bokalanga,T., Merritt,S., Kinganda-Lusamaki,E., Jansen,D., Halbrook,M., OToole,A., Pukuta-Simbu,E., Muyamuna,E., Hasivirwe Vakaniaki,E., Ola-Mpumbe,R., Kwete-Mbokama,P., Akil-Bandali,P., Kacita,C., Ponga-Museme,A., Mapenzi-Kashali,N., Amuri-Aziza,A., Muyembe-Mawete,F., Lumembe-Numbi,R., Kabamba-Lungenyi,G., Tshiani-Mbaya,O., Paku-Tshambu,P., Dantas,P.H., DeBlock,T., Lokilo-Lofiko,E., Muswamba-Kayembe,C., Makangara-Cigolo,J., Luakanda-Ndelemo,G., Kelvin,D.J., Pratt,C., Ayouba,A., Tessema,S., Mauro,A.R., Hensley,L.E., Delaporte,E., Mwamba,D., Subissi,L., Liesenborghs,L., Hoff,N.A., Peeters,M., Low,N., Ahuka-Mundeke,S., Muyembe-Tamfum,J., Rimoin,A.W., Kindrachuk,J., Vercauteren,K., Rambaut,A., Mbala-Kingebeni,P.		
